order_item_id,order_id,sku_id,quantity
ORI0002557,ORD000806,SKU01158,2
ORI0002558,ORD000806,SKU01199,5
ORI0002559,ORD000807,SKU01142,1
ORI0002560,ORD000807,SKU01146,2
ORI0002561,ORD000808,SKU01141,3
ORI0002562,ORD000808,SKU01041,3
ORI0002563,ORD000808,SKU01197,2
ORI0002564,ORD000809,SKU01190,3
ORI0002565,ORD000809,SKU01084,2
ORI0002566,ORD000810,SKU01141,3
ORI0002567,ORD000810,SKU01158,3
ORI0002568,ORD000810,SKU01140,3
ORI0002569,ORD000811,SKU01018,3
ORI0002570,ORD000811,SKU01160,2
ORI0002571,ORD000811,SKU01014,3
ORI0002572,ORD000811,SKU01036,3
ORI0002573,ORD000812,SKU01200,2
ORI0002574,ORD000812,SKU01152,5
ORI0002575,ORD000812,SKU01158,2
ORI0002576,ORD000812,SKU01145,3
ORI0002577,ORD000813,SKU01075,5
ORI0002578,ORD000813,SKU01040,2
ORI0002579,ORD000813,SKU01055,4
ORI0002580,ORD000814,SKU01073,3
ORI0002581,ORD000814,SKU01178,2
ORI0002582,ORD000814,SKU01062,1
ORI0002583,ORD000815,SKU01084,2
ORI0002584,ORD000815,SKU01168,3
ORI0002585,ORD000815,SKU01096,1
ORI0002586,ORD000815,SKU01194,3
ORI0002587,ORD000816,SKU01103,1
ORI0002588,ORD000816,SKU01096,1
ORI0002589,ORD000816,SKU01060,5
ORI0002590,ORD000817,SKU01199,3
ORI0002591,ORD000817,SKU01160,2
ORI0002592,ORD000817,SKU01019,3
ORI0002593,ORD000817,SKU01032,1
ORI0002594,ORD000818,SKU01052,3
ORI0002595,ORD000818,SKU01071,3
ORI0002596,ORD000818,SKU01174,3
ORI0002597,ORD000819,SKU01199,3
ORI0002598,ORD000819,SKU01046,3
ORI0002599,ORD000819,SKU01150,5
ORI0002600,ORD000819,SKU01153,3
ORI0002601,ORD000819,SKU01152,4
ORI0002602,ORD000820,SKU01190,2
ORI0002603,ORD000820,SKU01168,2
ORI0002604,ORD000820,SKU01181,3
ORI0002605,ORD000821,SKU01088,2
ORI0002606,ORD000821,SKU01083,1
ORI0002607,ORD000821,SKU01146,3
ORI0002608,ORD000821,SKU01028,1
ORI0002609,ORD000822,SKU01055,4
ORI0002610,ORD000822,SKU01046,2
ORI0002611,ORD000822,SKU01174,1
ORI0002612,ORD000822,SKU01150,4
ORI0002613,ORD000823,SKU01182,2
ORI0002614,ORD000823,SKU01063,2
ORI0002615,ORD000823,SKU01043,3
ORI0002616,ORD000823,SKU01175,2
ORI0002617,ORD000824,SKU01200,4
ORI0002618,ORD000824,SKU01153,4
ORI0002619,ORD000824,SKU01141,2
ORI0002620,ORD000824,SKU01148,5
ORI0002621,ORD000824,SKU01152,4
ORI0002622,ORD000825,SKU01161,1
ORI0002623,ORD000825,SKU01030,3
ORI0002624,ORD000825,SKU01023,3
ORI0002625,ORD000825,SKU01124,4
ORI0002626,ORD000826,SKU01076,2
ORI0002627,ORD000826,SKU01151,3
ORI0002628,ORD000826,SKU01197,4
ORI0002629,ORD000827,SKU01083,3
ORI0002630,ORD000827,SKU01079,2
ORI0002631,ORD000827,SKU01085,1
ORI0002632,ORD000828,SKU01151,3
ORI0002633,ORD000828,SKU01140,5
ORI0002634,ORD000829,SKU01199,2
ORI0002635,ORD000829,SKU01136,2
ORI0002636,ORD000829,SKU01151,3
ORI0002637,ORD000830,SKU01164,2
ORI0002638,ORD000830,SKU01161,3
ORI0002639,ORD000830,SKU01038,3
ORI0002640,ORD000830,SKU01091,1
ORI0002641,ORD000830,SKU01163,2
ORI0002642,ORD000831,SKU01041,3
ORI0002643,ORD000831,SKU01174,2
ORI0002644,ORD000831,SKU01112,4
ORI0002645,ORD000831,SKU01110,2
ORI0002646,ORD000832,SKU01188,3
ORI0002647,ORD000832,SKU01103,2
ORI0002648,ORD000832,SKU01191,1
ORI0002649,ORD000833,SKU01180,2
ORI0002650,ORD000833,SKU01161,2
ORI0002651,ORD000833,SKU01063,4
ORI0002652,ORD000833,SKU01174,3
ORI0002653,ORD000834,SKU01156,2
ORI0002654,ORD000834,SKU01158,2
ORI0002655,ORD000835,SKU01119,4
ORI0002656,ORD000835,SKU01130,3
ORI0002657,ORD000835,SKU01124,3
ORI0002658,ORD000835,SKU01195,2
ORI0002659,ORD000836,SKU01036,3
ORI0002660,ORD000836,SKU01153,4
ORI0002661,ORD000837,SKU01142,1
ORI0002662,ORD000837,SKU01146,5
ORI0002663,ORD000838,SKU01081,1
ORI0002664,ORD000838,SKU01188,2
ORI0002665,ORD000838,SKU01087,1
ORI0002666,ORD000838,SKU01146,5
ORI0002667,ORD000838,SKU01189,1
ORI0002668,ORD000839,SKU01063,3
ORI0002669,ORD000839,SKU01076,1
ORI0002670,ORD000840,SKU01052,5
ORI0002671,ORD000840,SKU01177,2
ORI0002672,ORD000840,SKU01178,2
ORI0002673,ORD000841,SKU01158,5
ORI0002674,ORD000841,SKU01151,3
ORI0002675,ORD000841,SKU01152,4
ORI0002676,ORD000842,SKU01190,1
ORI0002677,ORD000842,SKU01067,4
ORI0002678,ORD000842,SKU01191,3
ORI0002679,ORD000842,SKU01060,3
ORI0002680,ORD000843,SKU01200,3
ORI0002681,ORD000843,SKU01156,4
ORI0002682,ORD000843,SKU01150,3
ORI0002683,ORD000843,SKU01140,5
ORI0002684,ORD000844,SKU01190,3
ORI0002685,ORD000844,SKU01079,3
ORI0002686,ORD000844,SKU01100,1
ORI0002687,ORD000844,SKU01096,2
ORI0002688,ORD000845,SKU01044,3
ORI0002689,ORD000845,SKU01128,5
ORI0002690,ORD000845,SKU01112,5
ORI0002691,ORD000845,SKU01158,3
ORI0002692,ORD000846,SKU01130,5
ORI0002693,ORD000846,SKU01123,3
ORI0002694,ORD000846,SKU01126,4
ORI0002695,ORD000847,SKU01024,1
ORI0002696,ORD000847,SKU01145,2
ORI0002697,ORD000848,SKU01141,3
ORI0002698,ORD000848,SKU01200,3
ORI0002699,ORD000849,SKU01028,1
ORI0002700,ORD000849,SKU01143,5
ORI0002701,ORD000849,SKU01076,1
ORI0002702,ORD000849,SKU01005,2
ORI0002703,ORD000850,SKU01056,2
ORI0002704,ORD000850,SKU01046,4
ORI0002705,ORD000850,SKU01050,5
ORI0002706,ORD000850,SKU01181,2
ORI0002707,ORD000851,SKU01199,4
ORI0002708,ORD000851,SKU01150,2
ORI0002709,ORD000852,SKU01185,4
ORI0002710,ORD000852,SKU01053,1
ORI0002711,ORD000853,SKU01142,3
ORI0002712,ORD000853,SKU01049,3
ORI0002713,ORD000853,SKU01158,4
ORI0002714,ORD000853,SKU01146,3
ORI0002715,ORD000854,SKU01113,5
ORI0002716,ORD000854,SKU01195,1
ORI0002717,ORD000855,SKU01150,2
ORI0002718,ORD000855,SKU01189,2
ORI0002719,ORD000855,SKU01145,3
ORI0002720,ORD000855,SKU01151,3
ORI0002721,ORD000855,SKU01066,3
ORI0002722,ORD000856,SKU01141,4
ORI0002723,ORD000856,SKU01188,1
ORI0002724,ORD000856,SKU01150,4
ORI0002725,ORD000856,SKU01152,3
ORI0002726,ORD000857,SKU01020,1
ORI0002727,ORD000857,SKU01127,5
ORI0002728,ORD000858,SKU01150,5
ORI0002729,ORD000858,SKU01145,3
ORI0002730,ORD000859,SKU01190,1
ORI0002731,ORD000859,SKU01092,2
ORI0002732,ORD000859,SKU01091,1
ORI0002733,ORD000860,SKU01118,2
ORI0002734,ORD000860,SKU01167,1
ORI0002735,ORD000860,SKU01153,2
ORI0002736,ORD000860,SKU01126,4
ORI0002737,ORD000861,SKU01136,4
ORI0002738,ORD000861,SKU01151,2
ORI0002739,ORD000861,SKU01145,3
ORI0002740,ORD000862,SKU01024,3
ORI0002741,ORD000862,SKU01180,3
ORI0002742,ORD000863,SKU01181,4
ORI0002743,ORD000863,SKU01153,2
ORI0002744,ORD000863,SKU01041,3
ORI0002745,ORD000864,SKU01069,1
ORI0002746,ORD000864,SKU01181,4
ORI0002747,ORD000864,SKU01041,1
ORI0002748,ORD000865,SKU01182,5
ORI0002749,ORD000865,SKU01046,2
ORI0002750,ORD000865,SKU01050,3
ORI0002751,ORD000866,SKU01182,4
ORI0002752,ORD000866,SKU01173,2
ORI0002753,ORD000866,SKU01063,2
ORI0002754,ORD000866,SKU01073,2
ORI0002755,ORD000867,SKU01130,5
ORI0002756,ORD000867,SKU01112,3
ORI0002757,ORD000867,SKU01110,3
ORI0002758,ORD000867,SKU01195,3
ORI0002759,ORD000868,SKU01175,3
ORI0002760,ORD000868,SKU01067,5
ORI0002761,ORD000868,SKU01043,2
ORI0002762,ORD000868,SKU01155,3
ORI0002763,ORD000868,SKU01177,2
ORI0002764,ORD000869,SKU01082,1
ORI0002765,ORD000869,SKU01050,5
ORI0002766,ORD000869,SKU01060,3
ORI0002767,ORD000870,SKU01044,1
ORI0002768,ORD000870,SKU01174,1
ORI0002769,ORD000870,SKU01040,2
ORI0002770,ORD000870,SKU01062,3
ORI0002771,ORD000871,SKU01082,1
ORI0002772,ORD000871,SKU01166,1
ORI0002773,ORD000871,SKU01079,3
ORI0002774,ORD000872,SKU01079,2
ORI0002775,ORD000872,SKU01083,1
ORI0002776,ORD000872,SKU01189,3
ORI0002777,ORD000873,SKU01003,1
ORI0002778,ORD000873,SKU01011,3
ORI0002779,ORD000874,SKU01145,4
ORI0002780,ORD000874,SKU01174,3
ORI0002781,ORD000874,SKU01062,1
ORI0002782,ORD000875,SKU01055,3
ORI0002783,ORD000875,SKU01040,3
ORI0002784,ORD000875,SKU01041,2
ORI0002785,ORD000876,SKU01190,2
ORI0002786,ORD000876,SKU01079,3
ORI0002787,ORD000876,SKU01080,1
ORI0002788,ORD000877,SKU01018,2
ORI0002789,ORD000877,SKU01040,3
ORI0002790,ORD000878,SKU01131,5
ORI0002791,ORD000878,SKU01128,4
ORI0002792,ORD000879,SKU01190,1
ORI0002793,ORD000879,SKU01188,1
ORI0002794,ORD000879,SKU01148,4
ORI0002795,ORD000880,SKU01044,3
ORI0002796,ORD000880,SKU01076,1
ORI0002797,ORD000881,SKU01130,3
ORI0002798,ORD000881,SKU01044,2
ORI0002799,ORD000882,SKU01174,2
ORI0002800,ORD000882,SKU01069,2
ORI0002801,ORD000882,SKU01057,4
ORI0002802,ORD000882,SKU01097,3
ORI0002803,ORD000883,SKU01130,4
ORI0002804,ORD000883,SKU01124,5
ORI0002805,ORD000883,SKU01197,5
ORI0002806,ORD000884,SKU01083,3
ORI0002807,ORD000884,SKU01080,2
ORI0002808,ORD000885,SKU01090,1
ORI0002809,ORD000885,SKU01083,3
ORI0002810,ORD000885,SKU01195,2
ORI0002811,ORD000886,SKU01200,3
ORI0002812,ORD000886,SKU01142,3
ORI0002813,ORD000886,SKU01141,5
ORI0002814,ORD000887,SKU01148,2
ORI0002815,ORD000887,SKU01043,3
ORI0002816,ORD000887,SKU01050,2
ORI0002817,ORD000887,SKU01067,2
ORI0002818,ORD000888,SKU01169,1
ORI0002819,ORD000888,SKU01067,4
ORI0002820,ORD000889,SKU01082,2
ORI0002821,ORD000889,SKU01189,3
ORI0002822,ORD000890,SKU01190,1
ORI0002823,ORD000890,SKU01188,1
ORI0002824,ORD000890,SKU01103,2
ORI0002825,ORD000890,SKU01080,1
ORI0002826,ORD000891,SKU01055,2
ORI0002827,ORD000891,SKU01083,3
ORI0002828,ORD000891,SKU01143,3
ORI0002829,ORD000891,SKU01152,5
ORI0002830,ORD000892,SKU01044,1
ORI0002831,ORD000892,SKU01022,1
ORI0002832,ORD000893,SKU01199,5
ORI0002833,ORD000893,SKU01158,4
ORI0002834,ORD000893,SKU01143,4
ORI0002835,ORD000894,SKU01018,2
ORI0002836,ORD000894,SKU01036,1
ORI0002837,ORD000895,SKU01173,1
ORI0002838,ORD000895,SKU01171,2
ORI0002839,ORD000895,SKU01160,3
ORI0002840,ORD000896,SKU01049,2
ORI0002841,ORD000896,SKU01113,5
ORI0002842,ORD000896,SKU01124,4
ORI0002843,ORD000896,SKU01196,3
ORI0002844,ORD000897,SKU01160,3
ORI0002845,ORD000897,SKU01172,2
ORI0002846,ORD000897,SKU01017,3
ORI0002847,ORD000898,SKU01001,2
ORI0002848,ORD000898,SKU01036,2
ORI0002849,ORD000898,SKU01185,3
ORI0002850,ORD000899,SKU01130,5
ORI0002851,ORD000899,SKU01134,4
ORI0002852,ORD000899,SKU01172,1
ORI0002853,ORD000899,SKU01110,2
ORI0002854,ORD000900,SKU01190,3
ORI0002855,ORD000900,SKU01084,1
ORI0002856,ORD000900,SKU01040,1
ORI0002857,ORD000900,SKU01096,1
ORI0002858,ORD000901,SKU01161,3
ORI0002859,ORD000901,SKU01019,1
ORI0002860,ORD000901,SKU01004,1
ORI0002861,ORD000901,SKU01012,3
ORI0002862,ORD000901,SKU01036,3
ORI0002863,ORD000902,SKU01118,2
ORI0002864,ORD000902,SKU01129,3
ORI0002865,ORD000903,SKU01173,3
ORI0002866,ORD000903,SKU01185,3
ORI0002867,ORD000903,SKU01060,3
ORI0002868,ORD000904,SKU01012,2
ORI0002869,ORD000904,SKU01155,3
ORI0002870,ORD000904,SKU01022,3
ORI0002871,ORD000905,SKU01180,2
ORI0002872,ORD000905,SKU01063,3
ORI0002873,ORD000905,SKU01174,1
ORI0002874,ORD000906,SKU01153,3
ORI0002875,ORD000906,SKU01096,2
ORI0002876,ORD000906,SKU01080,1
ORI0002877,ORD000907,SKU01055,3
ORI0002878,ORD000907,SKU01048,3
ORI0002879,ORD000907,SKU01178,1
ORI0002880,ORD000907,SKU01060,4
ORI0002881,ORD000908,SKU01033,3
ORI0002882,ORD000908,SKU01087,1
ORI0002883,ORD000909,SKU01200,2
ORI0002884,ORD000909,SKU01199,4
ORI0002885,ORD000909,SKU01096,3
ORI0002886,ORD000910,SKU01142,3
ORI0002887,ORD000910,SKU01103,2
ORI0002888,ORD000911,SKU01116,3
ORI0002889,ORD000911,SKU01117,2
ORI0002890,ORD000911,SKU01133,3
ORI0002891,ORD000911,SKU01126,4
ORI0002892,ORD000912,SKU01178,2
ORI0002893,ORD000912,SKU01112,5
ORI0002894,ORD000912,SKU01123,3
ORI0002895,ORD000913,SKU01180,4
ORI0002896,ORD000913,SKU01044,1
ORI0002897,ORD000913,SKU01076,2
ORI0002898,ORD000913,SKU01060,3
ORI0002899,ORD000914,SKU01046,3
ORI0002900,ORD000914,SKU01062,2
ORI0002901,ORD000915,SKU01102,1
ORI0002902,ORD000915,SKU01096,2
ORI0002903,ORD000915,SKU01062,1
ORI0002904,ORD000915,SKU01189,2
ORI0002905,ORD000916,SKU01005,3
ORI0002906,ORD000916,SKU01153,4
ORI0002907,ORD000917,SKU01182,3
ORI0002908,ORD000917,SKU01083,2
ORI0002909,ORD000917,SKU01052,4
ORI0002910,ORD000918,SKU01141,4
ORI0002911,ORD000918,SKU01145,3
ORI0002912,ORD000919,SKU01190,3
ORI0002913,ORD000919,SKU01095,1
ORI0002914,ORD000919,SKU01089,2
ORI0002915,ORD000920,SKU01142,1
ORI0002916,ORD000920,SKU01118,3
ORI0002917,ORD000921,SKU01188,1
ORI0002918,ORD000921,SKU01143,4
ORI0002919,ORD000921,SKU01096,3
ORI0002920,ORD000921,SKU01155,1
ORI0002921,ORD000922,SKU01060,5
ORI0002922,ORD000922,SKU01148,5
ORI0002923,ORD000922,SKU01123,3
ORI0002924,ORD000922,SKU01196,4
ORI0002925,ORD000923,SKU01175,1
ORI0002926,ORD000923,SKU01049,4
ORI0002927,ORD000924,SKU01084,3
ORI0002928,ORD000924,SKU01193,1
ORI0002929,ORD000924,SKU01123,3
ORI0002930,ORD000925,SKU01046,2
ORI0002931,ORD000925,SKU01174,2
ORI0002932,ORD000925,SKU01096,2
ORI0002933,ORD000925,SKU01145,3
ORI0002934,ORD000925,SKU01062,1
ORI0002935,ORD000926,SKU01038,2
ORI0002936,ORD000926,SKU01103,1
ORI0002937,ORD000927,SKU01131,4
ORI0002938,ORD000927,SKU01117,3
ORI0002939,ORD000927,SKU01125,5
ORI0002940,ORD000928,SKU01081,2
ORI0002941,ORD000928,SKU01043,3
ORI0002942,ORD000929,SKU01118,5
ORI0002943,ORD000929,SKU01127,4
ORI0002944,ORD000930,SKU01131,5
ORI0002945,ORD000930,SKU01128,2
ORI0002946,ORD000930,SKU01150,2
ORI0002947,ORD000930,SKU01123,3
ORI0002948,ORD000930,SKU01130,3
ORI0002949,ORD000931,SKU01160,2
ORI0002950,ORD000931,SKU01161,2
ORI0002951,ORD000931,SKU01169,3
ORI0002952,ORD000931,SKU01067,2
ORI0002953,ORD000932,SKU01142,2
ORI0002954,ORD000932,SKU01156,3
ORI0002955,ORD000932,SKU01155,1
ORI0002956,ORD000932,SKU01150,2
ORI0002957,ORD000933,SKU01143,5
ORI0002958,ORD000933,SKU01156,5
ORI0002959,ORD000933,SKU01152,2
ORI0002960,ORD000933,SKU01148,4
ORI0002961,ORD000933,SKU01195,2
ORI0002962,ORD000934,SKU01160,3
ORI0002963,ORD000934,SKU01014,1
ORI0002964,ORD000934,SKU01001,3
ORI0002965,ORD000934,SKU01002,2
ORI0002966,ORD000935,SKU01046,4
ORI0002967,ORD000935,SKU01150,4
ORI0002968,ORD000935,SKU01160,3
ORI0002969,ORD000936,SKU01082,2
ORI0002970,ORD000936,SKU01087,2
ORI0002971,ORD000936,SKU01103,1
ORI0002972,ORD000936,SKU01080,2
ORI0002973,ORD000937,SKU01200,3
ORI0002974,ORD000937,SKU01146,3
ORI0002975,ORD000937,SKU01050,4
ORI0002976,ORD000937,SKU01151,3
ORI0002977,ORD000938,SKU01174,3
ORI0002978,ORD000938,SKU01041,1
ORI0002979,ORD000939,SKU01136,2
ORI0002980,ORD000939,SKU01177,1
ORI0002981,ORD000940,SKU01080,2
ORI0002982,ORD000940,SKU01050,5
ORI0002983,ORD000941,SKU01057,2
ORI0002984,ORD000941,SKU01128,2
ORI0002985,ORD000941,SKU01113,2
ORI0002986,ORD000941,SKU01197,4
ORI0002987,ORD000941,SKU01195,1
ORI0002988,ORD000942,SKU01041,2
ORI0002989,ORD000942,SKU01103,3
ORI0002990,ORD000942,SKU01105,2
ORI0002991,ORD000943,SKU01038,1
ORI0002992,ORD000943,SKU01001,3
ORI0002993,ORD000943,SKU01169,3
ORI0002994,ORD000943,SKU01012,3
ORI0002995,ORD000943,SKU01184,1
ORI0002996,ORD000944,SKU01153,4
ORI0002997,ORD000944,SKU01112,4
ORI0002998,ORD000944,SKU01123,2
ORI0002999,ORD000945,SKU01136,5
ORI0003000,ORD000945,SKU01158,3
ORI0003001,ORD000945,SKU01155,1
ORI0003002,ORD000945,SKU01140,2
ORI0003003,ORD000946,SKU01180,2
ORI0003004,ORD000946,SKU01161,3
ORI0003005,ORD000946,SKU01038,1
ORI0003006,ORD000946,SKU01172,3
ORI0003007,ORD000946,SKU01017,2
ORI0003008,ORD000947,SKU01158,2
ORI0003009,ORD000947,SKU01124,4
ORI0003010,ORD000948,SKU01190,2
ORI0003011,ORD000948,SKU01096,1
ORI0003012,ORD000948,SKU01089,3
ORI0003013,ORD000948,SKU01141,5
ORI0003014,ORD000948,SKU01103,2
ORI0003015,ORD000949,SKU01166,2
ORI0003016,ORD000949,SKU01151,2
ORI0003017,ORD000949,SKU01129,5
ORI0003018,ORD000950,SKU01168,2
ORI0003019,ORD000950,SKU01019,2
ORI0003020,ORD000951,SKU01046,3
ORI0003021,ORD000951,SKU01150,4
ORI0003022,ORD000952,SKU01173,2
ORI0003023,ORD000952,SKU01143,2
ORI0003024,ORD000952,SKU01076,3
ORI0003025,ORD000952,SKU01155,3
ORI0003026,ORD000953,SKU01036,1
ORI0003027,ORD000953,SKU01030,3
ORI0003028,ORD000954,SKU01055,4
ORI0003029,ORD000954,SKU01176,3
ORI0003030,ORD000955,SKU01118,5
ORI0003031,ORD000955,SKU01134,2
ORI0003032,ORD000956,SKU01063,2
ORI0003033,ORD000956,SKU01135,5
ORI0003034,ORD000956,SKU01040,1
ORI0003035,ORD000956,SKU01181,2
ORI0003036,ORD000957,SKU01079,3
ORI0003037,ORD000957,SKU01188,1
ORI0003038,ORD000957,SKU01091,1
ORI0003039,ORD000957,SKU01141,4
ORI0003040,ORD000957,SKU01083,2
ORI0003041,ORD000958,SKU01029,3
ORI0003042,ORD000958,SKU01023,3
ORI0003043,ORD000958,SKU01160,1
ORI0003044,ORD000958,SKU01022,3
ORI0003045,ORD000958,SKU01020,2
ORI0003046,ORD000959,SKU01028,1
ORI0003047,ORD000959,SKU01161,2
ORI0003048,ORD000959,SKU01019,3
ORI0003049,ORD000959,SKU01092,2
ORI0003050,ORD000960,SKU01164,3
ORI0003051,ORD000960,SKU01171,1
ORI0003052,ORD000960,SKU01040,2
ORI0003053,ORD000960,SKU01005,2
ORI0003054,ORD000961,SKU01193,1
ORI0003055,ORD000961,SKU01084,2
ORI0003056,ORD000962,SKU01073,3
ORI0003057,ORD000962,SKU01043,1
ORI0003058,ORD000963,SKU01199,2
ORI0003059,ORD000963,SKU01153,4
ORI0003060,ORD000963,SKU01150,2
ORI0003061,ORD000964,SKU01141,2
ORI0003062,ORD000964,SKU01199,3
ORI0003063,ORD000964,SKU01146,2
ORI0003064,ORD000965,SKU01175,1
ORI0003065,ORD000965,SKU01055,4
ORI0003066,ORD000965,SKU01050,5
ORI0003067,ORD000965,SKU01045,1
ORI0003068,ORD000966,SKU01190,2
ORI0003069,ORD000966,SKU01110,2
ORI0003070,ORD000966,SKU01197,5
ORI0003071,ORD000966,SKU01113,2
ORI0003072,ORD000967,SKU01148,2
ORI0003073,ORD000967,SKU01146,4
ORI0003074,ORD000967,SKU01073,3
ORI0003075,ORD000967,SKU01136,4
ORI0003076,ORD000968,SKU01180,5
ORI0003077,ORD000968,SKU01113,4
ORI0003078,ORD000968,SKU01129,4
ORI0003079,ORD000968,SKU01196,5
ORI0003080,ORD000969,SKU01005,3
ORI0003081,ORD000969,SKU01014,1
ORI0003082,ORD000969,SKU01023,1
ORI0003083,ORD000969,SKU01163,3
ORI0003084,ORD000969,SKU01150,4
ORI0003085,ORD000970,SKU01066,5
ORI0003086,ORD000970,SKU01153,5
ORI0003087,ORD000970,SKU01150,3
ORI0003088,ORD000970,SKU01145,2
ORI0003089,ORD000971,SKU01180,2
ORI0003090,ORD000971,SKU01044,2
ORI0003091,ORD000971,SKU01178,3
ORI0003092,ORD000971,SKU01074,1
ORI0003093,ORD000972,SKU01175,2
ORI0003094,ORD000972,SKU01151,1
ORI0003095,ORD000972,SKU01152,5
ORI0003096,ORD000973,SKU01038,3
ORI0003097,ORD000973,SKU01169,1
ORI0003098,ORD000973,SKU01076,3
ORI0003099,ORD000974,SKU01182,3
ORI0003100,ORD000974,SKU01148,4
ORI0003101,ORD000974,SKU01060,5
ORI0003102,ORD000975,SKU01001,1
ORI0003103,ORD000975,SKU01005,3
ORI0003104,ORD000976,SKU01164,3
ORI0003105,ORD000976,SKU01170,2
ORI0003106,ORD000976,SKU01022,2
ORI0003107,ORD000976,SKU01018,3
ORI0003108,ORD000976,SKU01066,3
ORI0003109,ORD000977,SKU01130,4
ORI0003110,ORD000977,SKU01111,1
ORI0003111,ORD000977,SKU01140,4
ORI0003112,ORD000978,SKU01182,5
ORI0003113,ORD000978,SKU01146,4
ORI0003114,ORD000978,SKU01158,4
ORI0003115,ORD000978,SKU01145,5
ORI0003116,ORD000979,SKU01174,2
ORI0003117,ORD000979,SKU01076,1
ORI0003118,ORD000979,SKU01181,5
ORI0003119,ORD000979,SKU01066,3
ORI0003120,ORD000980,SKU01175,1
ORI0003121,ORD000980,SKU01167,3
ORI0003122,ORD000980,SKU01014,2
ORI0003123,ORD000981,SKU01096,3
ORI0003124,ORD000981,SKU01102,1
ORI0003125,ORD000982,SKU01083,1
ORI0003126,ORD000982,SKU01174,2
ORI0003127,ORD000982,SKU01001,2
ORI0003128,ORD000983,SKU01141,5
ORI0003129,ORD000983,SKU01130,5
ORI0003130,ORD000983,SKU01117,2
ORI0003131,ORD000984,SKU01118,2
ORI0003132,ORD000984,SKU01111,1
ORI0003133,ORD000984,SKU01200,4
ORI0003134,ORD000984,SKU01112,3
ORI0003135,ORD000985,SKU01168,3
ORI0003136,ORD000985,SKU01152,2
ORI0003137,ORD000986,SKU01172,3
ORI0003138,ORD000986,SKU01014,3
ORI0003139,ORD000986,SKU01017,2
ORI0003140,ORD000987,SKU01046,5
ORI0003141,ORD000987,SKU01143,3
ORI0003142,ORD000987,SKU01152,2
ORI0003143,ORD000988,SKU01174,2
ORI0003144,ORD000988,SKU01043,1
ORI0003145,ORD000988,SKU01060,3
ORI0003146,ORD000989,SKU01062,1
ORI0003147,ORD000989,SKU01196,3
ORI0003148,ORD000990,SKU01106,1
ORI0003149,ORD000990,SKU01189,1
ORI0003150,ORD000991,SKU01161,2
ORI0003151,ORD000991,SKU01024,3
ORI0003152,ORD000991,SKU01168,2
ORI0003153,ORD000991,SKU01159,2
ORI0003154,ORD000991,SKU01037,1
ORI0003155,ORD000992,SKU01116,3
ORI0003156,ORD000992,SKU01112,4
ORI0003157,ORD000992,SKU01119,4
ORI0003158,ORD000992,SKU01124,5
ORI0003159,ORD000992,SKU01152,4
ORI0003160,ORD000993,SKU01180,2
ORI0003161,ORD000993,SKU01181,3
ORI0003162,ORD000994,SKU01164,2
ORI0003163,ORD000994,SKU01019,1
ORI0003164,ORD000995,SKU01119,3
ORI0003165,ORD000995,SKU01116,3
ORI0003166,ORD000995,SKU01123,3
ORI0003167,ORD000995,SKU01060,3
ORI0003168,ORD000996,SKU01003,1
ORI0003169,ORD000996,SKU01040,3
ORI0003170,ORD000996,SKU01073,2
ORI0003171,ORD000996,SKU01041,2
ORI0003172,ORD000997,SKU01180,2
ORI0003173,ORD000997,SKU01182,3
ORI0003174,ORD000997,SKU01052,2
ORI0003175,ORD000998,SKU01200,3
ORI0003176,ORD000998,SKU01046,3
ORI0003177,ORD000998,SKU01195,1
ORI0003178,ORD000998,SKU01152,3
ORI0003179,ORD000999,SKU01142,1
ORI0003180,ORD000999,SKU01143,3
ORI0003181,ORD000999,SKU01136,2
ORI0003182,ORD000999,SKU01155,2
ORI0003183,ORD000999,SKU01158,3
ORI0003184,ORD001000,SKU01079,1
ORI0003185,ORD001000,SKU01080,1
ORI0003186,ORD001001,SKU01166,3
ORI0003187,ORD001001,SKU01163,1
ORI0003188,ORD001001,SKU01036,3
ORI0003189,ORD001001,SKU01023,1
ORI0003190,ORD001002,SKU01175,2
ORI0003191,ORD001002,SKU01063,5
ORI0003192,ORD001002,SKU01057,5
ORI0003193,ORD001003,SKU01142,2
ORI0003194,ORD001003,SKU01156,3
ORI0003195,ORD001003,SKU01158,5
ORI0003196,ORD001003,SKU01152,3
ORI0003197,ORD001004,SKU01018,3
ORI0003198,ORD001004,SKU01036,2
ORI0003199,ORD001005,SKU01119,3
ORI0003200,ORD001005,SKU01123,5
ORI0003201,ORD001005,SKU01115,3
ORI0003202,ORD001006,SKU01082,1
ORI0003203,ORD001006,SKU01091,1
ORI0003204,ORD001006,SKU01092,1
ORI0003205,ORD001006,SKU01182,2
ORI0003206,ORD001006,SKU01080,2
ORI0003207,ORD001007,SKU01094,1
ORI0003208,ORD001007,SKU01099,3
ORI0003209,ORD001007,SKU01103,3
ORI0003210,ORD001008,SKU01117,2
ORI0003211,ORD001008,SKU01036,1
ORI0003212,ORD001008,SKU01110,3
ORI0003213,ORD001008,SKU01197,4
ORI0003214,ORD001009,SKU01164,2
ORI0003215,ORD001009,SKU01001,2
ORI0003216,ORD001009,SKU01014,3
ORI0003217,ORD001010,SKU01082,3
ORI0003218,ORD001010,SKU01018,3
ORI0003219,ORD001010,SKU01079,3
ORI0003220,ORD001010,SKU01097,3
ORI0003221,ORD001011,SKU01200,4
